country_name,year,DM_age_15.19_p,DM_age_20.24_p,DM_age_25.29_p,DM_age_30.34_p,DM_age_35.39_p,DM_age_40.44_p,DM_age_45.49_p,DM_age_marr_mean,DM_age_mean,DM_born_rural_p,DM_marr_p,DM_nvr_marr_p,DM_urban_p,drought_spei03_n1_share12,drought_spei03_n1_share36,drought_spei03_n1_share60,drought_spei03_n1.5_share12,drought_spei03_n1.5_share36,drought_spei03_n1.5_share60,drought_spei03_n2_share12,drought_spei03_n2_share36,drought_spei03_n2_share60,ED_attainment_no_educ_p,ED_attainment_primary_completed_p,ED_attainment_primary_p,ED_attainment_secondary_completed_p,ED_attainment_secondary_higher_p,ED_attainment_secondary_p,ED_educ_years_mean,ED_litt_p,EI_elec_p,EI_fridge_p,EI_radio_p,EI_tv_p,EI_women_elec_p,EI_women_fridge_p,EI_women_radio_p,EI_women_tv_p,ER_elec_rural_p,ER_elec_urban_p,FF_ASFR_15.19,FF_ASFR_20.24,FF_ASFR_25.29,FF_ASFR_30.34,FF_ASFR_35.39,FF_ASFR_40.44,FF_ASFR_45.49,FF_ASFR_SE_15.19,FF_ASFR_SE_20.24,FF_ASFR_SE_25.29,FF_ASFR_SE_30.34,FF_ASFR_SE_35.39,FF_ASFR_SE_40.44,FF_ASFR_SE_45.49,FF_GFR,FF_TFR,FP_desired_mean,gdp_pc,HD_children_mean,HD_size_defacto_mean,HD_size_dejure_mean,HD_women_children_mean,HD_women_size_mean,hdi,HH_bicycle_p,HH_car_p,HH_floor_high_p,HH_floor_low_p,HH_motorcycle_p,HH_time_water_mean,HH_toilet_high_p,HH_toilet_low_p,HH_water_high_p,HH_water_low_p,HH_women_floor_high_p,HH_women_floor_low_p,HH_women_time_water_mean,HH_women_toilet_high_p,HH_women_toilet_low_p,HH_women_water_high_p,HH_women_water_low_p,HL_CMR,HL_IMR,HL_NNMR,HL_PNNMR,HL_U5MR,pre_max12,pre_max36,pre_max60,pre_mean12,pre_mean36,pre_mean60,pre_min12,pre_min36,pre_min60,pre_sum12,pre_sum36,pre_sum60,RH_age_first_birth_mean,RH_age_first_sex_mean,RH_children_born_mean,RH_children_living_mean,RH_contr_modern_know_p,RH_contr_modern_p,RH_contr_p,tmp_max12,tmp_max36,tmp_max60,tmp_mean12,tmp_mean36,tmp_mean60,tmp_min12,tmp_min36,tmp_min60,WK_working_p,WL_wealth_gini,WL_wealth_mean,WL_wealth_median,FP_desired_daugh_mean,FP_desired_sons_mean,RH_family_planning_mobile_p,RH_family_planning_radio_p,RH_family_planning_tv_p,WK_working_agri_p,RH_family_planning_news_p,WK_working12_p,DM_age_diff_0_p,DM_age_diff_10plus_p,DM_age_diff_5_9_p,DM_age_diff_5minus_p,DM_age_diff_mean,EI_telephone_p,EI_women_telephone_p,DP_decide_health_p,DP_decide_large_purchase_p,DP_decide_money_p,DP_decide_visits_p,EI_modern_cooking_p,EI_news_week_p,EI_radio_week_p,EI_tv_week_p,EI_women_modern_cooking_p,HL_smoke_cig_p,HL_smoke_p,WK_working_paid_p,HL_number_cigarettes_mean,HL_smoke10_p,HL_smoke15_p,HL_smoke5_p,NT_women_anemia_any_p,DV_phys_12m_p,DV_phys_or_sex_partner_12m_p,DV_phys_or_sex_partner_p,DV_phys_p,DV_phys_partner_12m_p,DV_phys_partner_p,DV_sex_12m_p,DV_sex_p,DV_sex_partner_12m_p,DV_sex_partner_p,ED_litt_whole_p,DP_earn_more_equal_p,DP_earn_more_p,HL_health_insur_p,HH_watch_p,DP_owns_house_p,DP_owns_land_p,DP_decide_contraception_p,EI_computer_p,DP_decide_no_contraception_p,EI_internet_day_p,EI_internet_week_p,EI_mobile_p
Zimbabwe,2015,22.47,17.45,16.33,15.73,12.26,9.70,6.07,19.34,28.47,,60.77,26.65,35.03,0.48,0.39,0.32,0.33,0.17,0.13,0.19,0.07,0.04,1.25,15.79,27.44,1.50,71.30,64.27,9.23,93.86,33.79,25.03,42.90,37.15,35.62,28.88,44.26,41.98,9.91,79.85,116.06,206.61,194.39,142.04,103.58,33.86,6.87,14.02,17.03,18.68,16.61,16.51,11.51,5.31,142.96,4.02,3.91,1710.76,0.75,4.03,4.06,1.01,5.30,0.52,24.62,11.85,6.45,27.00,1.72,32.85,32.34,33.85,27.40,20.87,7.30,26.48,33.70,34.23,33.81,27.54,20.07,19.34,47.95,26.87,21.08,66.34,228.40,292.28,292.28,45.01,47.81,53.17,0.08,0.07,0.07,540.18,1721.11,3190.13,19.99,18.39,2.17,2.00,99.06,48.13,48.79,24.91,24.98,25.54,21.52,21.29,21.32,16.62,15.79,15.60,39.00,0.34,36.00,31.34,1.80,1.76,8.05,26.83,17.38,17.34,19.20,48.63,1.81,22.48,44.98,30.73,6.46,3.81,4.29,35.71,28.90,32.46,,31.40,14.80,33.27,29.79,32.45,0.31,0.56,77.22,5.11,27.38,9.65,33.15,27.60,13.90,18.88,33.54,33.61,14.76,29.27,6.79,12.66,8.37,11.48,85.96,29.45,13.49,10.06,16.67,36.68,30.40,17.61,10.23,,16.86,20.30,69.03
Armenia,2016,12.41,15.32,17.30,16.18,14.21,12.77,11.81,20.53,31.46,,66.38,28.34,45.60,0.14,0.18,0.15,0.02,0.05,0.03,0.00,0.02,0.01,0.10,0.04,0.25,41.45,99.65,52.55,11.56,100.00,99.95,96.10,3.81,99.43,99.95,96.92,3.30,99.64,99.96,99.91,27.83,138.38,111.07,52.64,23.54,4.10,0.31,11.64,22.14,18.44,14.59,10.92,3.40,0.31,64.60,1.79,2.62,,0.26,3.53,3.55,0.43,4.81,,8.25,41.69,73.89,0.26,0.21,18.57,65.61,25.81,95.33,0.13,75.92,0.22,20.82,65.75,24.86,95.19,0.15,2.53,6.37,4.95,1.41,8.88,100.04,102.81,110.01,46.07,40.63,41.33,4.49,4.33,4.09,552.88,1462.83,2479.85,21.76,20.57,1.47,1.44,96.70,15.59,37.48,21.53,22.35,22.35,7.94,7.80,7.57,-7.41,-8.48,-8.90,31.28,0.17,77.97,78.48,1.18,1.24,4.06,1.52,25.18,22.60,9.71,37.78,5.31,9.24,45.80,39.66,4.80,49.02,49.72,24.09,13.61,25.24,,94.76,24.56,8.73,92.47,95.59,0.62,0.32,71.32,24.97,22.36,13.12,28.75,13.55,2.83,4.35,9.18,6.45,4.34,9.17,0.33,1.06,0.30,1.37,,32.53,11.67,7.90,61.54,51.17,20.65,13.09,65.56,17.79,56.97,74.87,96.40
Bangladesh,2016,9.15,14.63,15.23,14.42,12.16,10.24,9.59,15.88,26.85,,80.54,,21.99,0.17,0.14,0.16,0.04,0.03,0.04,0.00,0.00,0.00,15.11,9.41,27.04,4.15,43.28,33.50,4.75,61.75,71.72,23.67,1.97,42.92,63.26,22.25,1.70,40.07,65.32,90.58,110.37,145.48,108.87,56.31,19.44,3.91,1.53,6.28,7.71,7.64,6.26,4.18,1.77,1.17,83.85,2.23,1.91,,0.51,4.37,4.35,0.51,4.52,,27.88,0.69,2.15,68.44,7.32,,21.83,32.01,5.03,3.59,1.84,58.27,,19.53,26.60,4.38,2.99,7.43,37.57,29.52,8.05,44.72,557.15,624.59,624.66,182.66,170.72,162.41,0.15,0.15,0.03,2191.89,6146.08,9744.73,17.87,15.68,2.04,1.87,,42.47,50.39,29.70,29.82,30.03,25.87,25.89,25.92,19.48,17.64,17.64,37.52,0.37,32.80,30.06,0.73,0.80,,0.90,13.32,55.13,1.52,39.71,0.40,20.02,30.16,13.14,7.32,0.71,0.58,9.88,5.33,32.39,,14.48,3.41,1.92,43.05,12.47,,,72.25,,,,,,,,,,,,,,,,51.14,,,,,,,,,,,,
Benin,2016,20.32,17.95,18.81,14.25,12.23,8.68,7.77,18.88,28.60,,70.25,24.24,42.22,0.47,0.31,0.25,0.38,0.23,0.15,0.00,0.03,0.02,56.10,2.03,19.63,0.88,24.28,22.51,3.02,33.71,34.17,4.43,56.52,28.59,37.33,5.41,59.66,33.07,19.24,52.67,103.75,250.94,279.52,229.93,150.98,75.87,24.61,8.84,11.83,11.50,12.38,13.10,11.35,8.23,193.28,5.58,5.10,,1.12,5.19,5.23,1.56,7.12,,23.93,3.94,4.67,33.30,54.67,25.12,5.47,68.20,21.20,28.50,5.15,31.32,25.65,5.97,67.09,21.87,28.08,41.55,53.10,28.69,24.41,92.39,301.01,302.62,307.75,85.05,82.26,85.69,6.57,0.00,0.00,1020.61,2961.43,5141.23,20.22,17.03,2.88,2.56,91.80,10.83,14.00,30.16,30.21,30.21,28.15,28.16,28.07,25.72,25.69,25.51,73.50,0.39,30.03,27.66,2.05,2.10,6.18,44.96,21.32,24.13,9.07,76.18,1.78,25.92,39.19,33.10,7.35,1.05,1.26,13.05,9.44,72.38,,4.64,4.50,37.08,22.24,4.21,0.91,2.24,63.98,3.75,3.44,2.93,9.79,54.77,,,,,,,,,,,26.72,15.66,7.65,1.05,32.21,16.37,14.51,,,,,,
Burundi,2016,22.55,19.48,17.72,14.07,11.35,8.50,6.32,20.06,28.00,,53.80,37.46,29.34,,,,,,,,,,31.09,13.20,38.09,0.83,30.82,27.46,4.93,71.91,20.28,4.46,39.86,11.59,22.27,6.65,43.55,15.42,2.15,56.31,57.36,196.01,244.60,244.35,181.97,92.67,18.03,7.20,11.78,10.67,11.63,15.90,13.08,6.62,168.71,5.17,3.80,,0.93,4.72,4.78,1.09,5.85,,19.21,2.86,2.61,73.36,2.51,28.78,10.64,43.90,19.05,13.66,3.50,70.35,28.66,13.03,41.50,20.90,13.21,28.09,52.87,26.82,26.05,79.52,,,,,,,,,,,,,21.32,19.54,2.50,2.21,97.17,14.70,18.01,,,,,,,,,,71.95,0.39,21.84,20.63,1.54,1.68,0.75,29.41,5.17,69.13,3.24,78.83,3.36,15.84,33.07,47.73,5.60,0.65,0.84,13.55,8.98,21.78,,0.26,1.60,29.18,10.82,0.27,0.90,4.88,31.66,2.70,,,4.44,36.00,12.26,24.50,42.98,34.62,15.89,37.01,11.12,21.45,16.04,22.84,67.26,24.63,9.65,21.35,18.88,49.84,45.10,10.95,3.44,27.52,6.38,8.55,31.11
Cameroon,2016,24.58,18.27,17.49,13.66,10.55,8.33,7.11,19.15,27.87,,55.76,35.86,58.77,0.21,0.23,0.22,0.11,0.10,0.10,0.03,0.01,0.01,13.79,16.55,31.58,5.31,54.63,46.66,7.39,74.85,62.64,19.77,46.45,51.49,65.31,23.54,48.03,56.67,34.18,85.72,109.07,207.73,234.48,194.16,128.50,46.18,11.59,12.57,19.72,17.57,19.73,18.36,12.72,6.33,163.04,4.66,5.11,,0.92,4.76,4.70,1.34,6.93,,8.60,6.58,18.41,37.23,19.63,25.02,17.28,38.09,27.74,23.36,18.34,34.93,25.06,17.81,36.07,28.03,22.74,35.72,46.11,26.94,19.17,79.95,344.07,380.67,434.97,153.60,154.83,154.18,6.38,4.87,4.19,1843.23,5573.86,9250.82,19.93,16.75,2.48,2.21,95.98,17.77,23.75,26.52,26.99,26.99,24.63,24.68,24.65,23.05,22.82,22.77,63.40,0.44,37.93,35.31,2.09,2.09,,15.45,18.33,40.59,7.93,67.64,0.44,34.91,42.98,21.67,8.84,1.87,2.25,12.68,14.93,56.50,,26.77,8.53,25.41,50.00,21.54,0.56,0.61,53.75,,,,,37.43,18.84,21.51,36.87,43.63,18.86,34.10,5.72,14.05,7.06,11.44,63.84,18.41,6.00,3.06,46.74,,,,,,,,
Ethiopia,2016,21.99,19.09,18.60,14.49,11.77,8.16,5.91,17.34,27.81,,63.67,26.10,37.30,0.30,0.19,0.18,0.13,0.07,0.06,0.01,0.01,0.01,44.32,3.70,33.48,1.78,22.19,14.17,4.14,44.68,41.46,11.80,30.25,26.06,42.67,14.90,32.60,29.45,14.50,88.95,86.73,201.69,213.07,180.15,120.89,53.69,11.48,10.88,16.36,16.97,19.27,16.79,14.45,5.77,152.45,4.34,5.15,,0.75,4.27,4.35,0.92,5.38,,3.03,1.48,24.03,67.26,1.04,53.83,6.52,71.26,31.62,27.05,25.14,65.75,53.97,7.37,70.07,31.90,26.80,24.30,48.37,29.02,19.36,71.44,206.91,232.78,234.06,70.71,73.81,72.48,3.19,1.62,1.61,848.55,2657.28,4348.53,19.23,16.94,2.62,2.31,95.35,20.65,21.15,25.09,25.62,25.78,22.84,22.93,22.96,20.81,20.31,20.30,36.31,0.58,22.65,17.72,2.35,2.64,2.38,25.54,27.97,29.98,6.69,48.05,1.22,25.07,43.55,30.16,7.87,5.48,6.39,20.00,14.55,32.13,,11.54,4.36,16.66,25.69,11.52,0.95,1.60,52.83,5.50,8.42,3.31,10.01,28.19,12.63,16.29,22.35,20.60,14.20,20.08,4.29,7.50,5.18,6.85,30.50,41.93,19.15,3.48,28.22,45.44,32.75,26.36,4.32,32.92,2.98,5.85,39.26
Guinea,2016,22.90,16.14,17.27,13.28,12.31,9.31,8.79,17.52,28.63,,73.90,22.28,31.58,0.26,0.29,0.29,0.15,0.18,0.14,0.05,0.06,0.04,71.04,2.94,11.99,1.54,16.97,14.10,2.30,21.55,34.74,12.28,57.02,26.27,37.07,14.21,59.87,29.08,15.04,71.73,134.11,215.67,222.98,195.24,140.57,74.30,26.85,12.61,15.44,15.96,17.50,17.22,16.23,13.39,171.47,5.05,5.59,,1.21,6.17,6.20,1.56,7.95,,23.35,6.15,8.66,41.74,24.97,34.31,12.63,53.55,18.00,24.27,,,35.38,13.34,51.78,18.76,23.37,50.87,65.31,32.32,32.99,112.64,468.75,581.17,603.35,145.15,155.41,153.43,1.52,1.28,1.28,1741.85,5594.83,9205.66,19.41,16.20,2.84,2.43,83.88,8.87,9.53,29.04,29.60,29.60,26.23,26.37,26.25,24.12,23.77,23.45,68.15,0.39,32.11,28.07,2.33,2.65,,28.75,10.45,43.83,2.28,72.12,0.39,63.04,28.04,8.53,13.39,,,10.20,16.48,73.16,,1.51,3.48,32.45,23.38,1.26,0.80,1.36,43.45,5.57,9.81,4.01,25.77,46.95,,,,,,,,,,,14.79,17.90,8.92,,,35.55,28.30,,,,,,
Haiti,2016,23.92,19.34,15.00,13.25,11.21,9.09,8.19,21.07,28.35,,52.65,40.28,35.47,0.03,0.14,0.28,0.02,0.09,0.20,0.00,0.03,0.08,14.05,9.12,33.39,3.22,52.55,47.51,6.58,76.81,30.39,8.88,42.19,20.91,35.43,11.18,46.52,25.82,15.93,60.32,57.85,143.44,140.93,141.65,115.53,53.20,12.27,8.55,15.29,14.03,17.42,19.51,12.22,6.40,108.69,3.32,2.87,,0.63,4.45,4.43,0.87,5.87,,5.44,3.16,0.86,98.56,11.82,31.30,7.72,51.02,13.24,39.26,,,30.74,8.87,46.67,38.05,26.11,20.02,49.79,26.99,22.79,68.81,313.51,355.36,395.59,147.12,132.07,122.24,27.47,18.96,13.10,1765.43,4754.36,7334.68,21.35,17.59,1.96,1.77,99.81,23.08,24.69,27.57,27.73,27.73,25.68,25.75,25.57,23.38,23.38,23.28,42.74,0.50,25.90,21.39,1.37,1.18,1.35,19.36,6.38,9.36,5.06,55.22,2.92,20.75,39.25,37.07,5.81,0.81,0.88,26.30,25.34,41.89,,2.99,15.92,59.77,22.55,3.06,1.11,3.37,47.44,4.15,10.72,6.23,28.44,47.12,9.41,11.98,20.44,27.10,8.58,15.93,3.96,10.99,6.22,10.08,64.64,32.69,13.95,1.84,17.41,30.01,28.90,31.24,4.72,66.09,11.10,17.46,53.39
Indonesia,2016,15.59,13.93,14.25,15.01,15.18,13.85,12.19,20.33,31.50,,71.25,23.94,43.17,0.05,0.16,0.14,0.02,0.06,0.05,0.00,0.01,0.01,2.55,16.91,26.15,25.20,71.30,53.96,9.66,94.14,95.05,52.42,19.26,82.61,95.71,58.15,20.22,86.67,93.21,98.85,44.54,120.41,144.67,115.54,67.47,21.33,4.36,9.30,13.49,12.98,12.54,9.91,6.33,3.00,86.73,2.59,2.69,,0.47,3.99,4.03,0.58,4.96,,32.16,12.04,38.93,4.29,74.71,7.17,68.24,17.93,42.99,20.57,42.43,3.52,7.08,62.55,14.62,44.28,19.82,8.88,27.05,17.62,9.42,35.65,397.76,430.13,460.74,236.70,220.09,218.74,86.30,53.45,50.36,2840.42,7923.29,13124.68,21.80,20.46,1.79,1.67,97.71,39.65,44.27,26.85,27.38,27.40,26.30,26.34,26.30,25.68,25.39,25.19,56.05,0.24,62.85,64.77,1.12,1.12,,8.44,49.69,34.30,12.02,62.05,5.66,14.11,36.76,43.48,4.31,3.12,3.60,39.97,15.75,67.53,,69.14,11.91,13.84,82.72,72.11,2.35,2.97,69.73,10.31,19.95,12.32,31.72,,,,,,,,,,,,91.33,36.27,17.84,56.41,,50.32,37.02,,,,,,
Jordan,2016,1.43,6.42,10.60,10.91,10.68,9.95,9.40,21.32,20.59,,55.73,,48.97,0.56,0.55,0.48,0.19,0.26,0.22,0.03,0.07,0.07,1.89,2.02,4.23,8.86,53.27,32.28,6.79,60.25,,98.17,12.90,98.77,,59.56,6.54,59.90,,,23.94,113.07,176.75,149.34,96.12,30.61,2.63,3.03,5.96,8.15,8.16,7.63,4.29,1.36,95.50,2.96,2.31,,0.64,4.86,4.86,0.51,3.25,,,56.45,95.72,0.13,,40.16,97.03,0.03,94.37,4.64,58.20,0.07,25.88,58.63,0.02,57.42,2.48,3.18,16.50,11.56,4.94,19.64,29.11,40.44,47.11,6.39,8.02,8.42,0.04,0.03,0.02,76.73,288.58,505.09,19.20,,1.89,1.85,59.20,20.84,29.62,29.13,29.75,29.75,19.47,19.76,19.69,8.30,8.30,7.87,9.13,0.42,85.13,86.44,0.95,1.11,20.91,13.28,43.30,1.21,21.29,8.85,0.68,3.99,9.16,6.51,3.31,10.12,4.60,14.90,6.50,,,99.91,12.18,14.20,46.07,60.54,3.99,6.02,,11.99,36.38,31.16,40.28,,7.04,6.98,10.05,12.07,6.15,9.16,1.90,2.88,1.90,2.80,,,,,,5.99,4.78,,,,,,
Maldives,2016,13.28,14.96,18.67,18.18,13.78,11.23,9.90,20.12,30.85,,72.17,19.75,16.67,,,,,,,,,,5.00,15.22,26.18,3.62,68.81,53.29,8.97,98.86,99.81,97.43,65.27,93.80,99.92,98.89,66.59,95.95,99.82,99.73,15.71,127.10,136.55,112.46,54.96,18.01,3.04,5.97,12.87,12.57,11.78,10.98,6.63,2.20,86.40,2.34,2.91,,0.72,5.29,5.36,1.00,6.93,,51.49,4.63,85.16,1.55,52.80,10.86,99.67,0.22,35.24,64.14,86.46,1.34,10.41,99.77,0.12,34.38,64.93,2.81,16.52,10.93,5.59,19.29,,,,,,,,,,,,,21.90,19.89,1.78,1.72,95.37,11.34,14.18,,,,,,,,,,40.27,0.18,71.94,71.14,0.72,0.76,2.97,16.23,19.25,0.75,22.93,44.59,7.14,6.68,26.62,59.55,3.96,4.69,4.32,20.88,28.24,31.05,,99.28,47.73,39.86,85.02,99.22,1.10,3.43,96.76,6.48,22.00,4.95,40.60,60.25,5.54,5.83,13.72,17.33,5.71,13.54,1.20,10.46,0.81,2.43,92.21,32.00,12.96,5.18,68.44,17.12,,4.31,64.73,4.25,59.15,68.77,94.54
Mali,2016,19.93,17.61,19.21,15.17,12.85,8.76,6.47,17.51,28.51,,82.01,14.94,24.74,0.21,0.25,0.22,0.08,0.11,0.09,0.00,0.03,0.03,70.96,3.11,11.81,,17.23,15.75,2.07,23.41,36.96,8.66,65.38,36.18,39.60,10.23,67.96,39.74,24.02,71.06,170.03,272.80,265.46,247.14,178.97,104.29,30.64,15.87,18.21,18.92,19.11,20.46,20.37,15.69,218.86,6.35,6.15,,1.26,5.61,5.69,1.58,7.06,,40.08,5.13,4.89,67.11,47.52,18.10,5.73,51.68,15.52,33.29,5.17,66.04,18.36,5.84,50.58,16.04,32.46,48.47,57.72,33.05,24.67,103.17,216.28,218.26,224.84,53.14,51.46,51.44,0.00,0.00,0.00,637.66,1852.60,3086.11,19.58,16.53,3.32,2.85,84.67,11.24,11.81,33.83,34.47,34.68,28.78,28.89,28.83,23.32,22.68,22.44,45.83,0.42,29.72,26.26,2.53,2.88,4.09,38.83,27.27,29.20,3.21,49.17,0.34,56.42,34.02,9.23,11.71,1.78,2.01,8.36,7.27,79.62,,0.95,3.75,47.73,36.03,0.72,0.60,1.75,63.19,8.61,17.22,10.31,25.16,61.27,18.39,19.20,31.17,36.14,16.27,28.87,6.58,10.53,7.37,10.27,16.25,10.37,6.13,4.45,,36.04,32.66,,,,,,
Nigeria,2016,19.91,16.53,17.80,14.51,12.87,9.45,8.93,19.06,29.08,,67.50,27.04,46.81,0.11,0.13,0.15,0.03,0.04,0.05,0.00,0.01,0.01,29.42,11.70,16.54,23.95,54.04,42.55,7.20,58.62,57.99,21.14,63.44,49.79,59.20,24.64,66.19,54.37,43.36,81.59,96.47,222.56,248.86,222.13,149.06,66.79,23.76,6.76,9.07,8.73,9.17,9.00,6.92,5.36,176.74,5.15,5.94,,0.91,4.55,4.55,1.25,6.23,,15.00,9.24,16.36,28.03,29.27,23.35,27.93,44.05,11.75,30.16,16.58,27.29,23.73,29.02,43.12,11.77,29.81,50.87,62.98,35.96,27.02,110.33,275.16,300.42,314.23,121.02,117.71,116.66,6.53,5.32,5.27,1452.27,4237.40,6999.39,20.47,17.51,2.87,2.47,89.78,11.82,16.87,30.43,30.73,30.81,27.26,27.33,27.37,24.72,24.17,24.17,65.67,0.47,37.70,36.24,2.20,2.37,,32.81,20.74,7.36,6.30,68.20,0.78,41.62,39.06,18.54,9.78,1.27,1.30,10.73,7.58,66.07,,29.16,7.45,34.55,37.14,27.74,0.26,0.49,72.39,20.94,14.90,3.39,34.45,,14.20,14.45,22.47,33.52,12.53,20.31,4.13,9.43,4.74,6.91,44.16,14.22,5.70,2.45,60.59,15.14,14.24,,,,,,
Pakistan,2016,3.88,10.02,13.60,12.52,11.76,7.61,6.84,18.93,21.23,,63.88,,22.28,0.60,0.48,0.41,0.28,0.24,0.18,0.00,0.03,0.02,40.50,5.51,8.44,5.51,17.30,10.84,2.19,25.35,90.61,48.65,12.91,54.14,60.59,34.10,8.67,37.21,85.24,99.06,52.29,174.39,215.84,166.34,92.47,36.91,19.54,5.94,9.09,10.92,11.81,11.48,9.21,9.75,128.77,3.79,2.92,,1.14,7.15,7.22,1.00,5.85,,20.83,11.40,21.21,43.82,47.87,31.18,73.50,20.37,29.39,8.80,14.15,29.05,19.76,49.84,12.87,18.75,6.03,,,,,,40.54,67.48,78.51,9.45,11.89,11.79,0.15,0.09,0.09,113.46,427.87,707.52,19.48,,2.32,2.12,64.37,14.37,19.25,33.40,33.64,33.85,25.11,25.11,24.94,14.54,13.70,13.04,10.55,0.44,52.55,54.95,1.08,1.52,,1.93,12.17,18.68,1.85,11.83,1.53,5.43,11.76,13.96,3.46,6.59,4.52,5.42,3.42,33.47,,42.35,2.85,3.63,27.47,27.90,3.17,7.02,62.74,9.12,5.88,2.91,9.43,,14.61,14.38,20.55,23.78,13.96,20.18,2.37,3.45,,,22.01,16.95,8.61,,59.94,3.42,1.47,,,,,,
Philippines,2016,20.47,16.47,14.38,12.96,13.14,11.42,11.16,21.02,29.99,,61.86,34.10,37.85,0.01,0.12,0.12,0.00,0.04,0.03,0.00,0.00,0.00,1.31,8.22,16.35,25.14,82.34,48.99,10.38,100.00,88.97,36.36,49.45,70.90,90.86,40.12,50.60,76.03,85.75,92.53,53.95,147.60,150.70,121.60,82.08,35.40,3.48,10.66,18.21,19.06,17.86,14.76,10.37,2.64,98.65,2.97,2.88,,0.55,4.25,4.42,0.71,5.59,,17.47,7.98,18.43,9.21,34.97,14.66,87.00,9.60,60.19,6.42,,,15.24,88.15,8.79,62.04,5.96,7.76,22.36,13.38,8.98,29.92,465.13,530.57,548.56,234.55,208.87,205.81,70.98,29.77,20.61,2814.55,7519.34,12348.39,22.45,20.83,1.92,1.84,98.57,25.83,34.20,27.44,27.88,27.90,26.11,26.18,26.11,24.82,24.49,23.90,46.12,0.39,59.31,60.22,1.32,1.28,,39.19,62.75,16.39,21.38,54.83,10.21,12.34,26.81,50.63,3.23,5.11,6.18,48.11,20.30,43.44,,36.54,16.18,40.23,74.62,37.85,4.28,4.79,74.35,8.93,18.39,7.23,32.06,,5.60,6.46,13.86,18.48,4.92,12.15,2.21,6.36,2.86,4.92,,45.28,23.99,,,35.68,14.87,,,,,,
Senegal,2016,23.41,18.98,17.16,14.80,10.90,8.71,6.03,18.69,27.89,,67.31,28.16,42.63,0.48,0.40,0.38,0.31,0.17,0.17,0.02,0.02,0.03,50.11,2.41,21.39,0.64,28.50,25.64,3.72,43.50,55.44,20.77,62.53,48.60,60.22,26.29,69.12,55.69,41.34,82.79,80.29,202.36,233.81,203.15,149.91,83.26,34.25,10.04,15.04,15.97,17.40,17.77,15.97,12.84,162.78,4.93,5.31,,1.67,8.69,8.64,2.50,13.02,,20.25,6.86,32.55,27.80,11.92,29.25,24.51,43.53,49.99,28.03,35.72,24.75,27.60,26.16,39.71,52.03,27.63,19.61,39.79,24.71,15.07,58.49,354.66,354.66,354.66,73.13,63.44,64.82,0.00,0.00,0.00,877.54,2283.79,3889.48,20.61,18.66,2.46,2.24,92.77,16.11,17.47,30.83,31.17,31.44,28.22,28.03,28.00,24.86,24.34,24.11,39.80,0.43,42.48,39.66,2.13,2.83,,30.65,32.70,35.71,4.15,52.02,0.20,56.06,34.11,9.63,11.48,3.56,4.46,5.35,3.39,81.76,,21.64,10.52,52.95,56.39,19.96,0.59,0.85,60.95,3.79,2.44,,10.94,54.05,,,,,,,,,,,36.00,7.80,4.32,5.73,,16.80,9.53,,,,,,
Sierra Leone,2016,22.53,16.56,17.40,13.15,13.85,8.42,8.09,18.47,28.56,,63.08,31.19,43.85,0.02,0.02,0.04,0.00,0.00,0.01,0.00,0.00,0.00,49.21,4.33,13.94,5.40,36.85,32.90,4.22,40.36,20.58,10.65,58.15,19.29,22.56,13.13,62.33,22.07,0.94,37.03,114.96,210.12,205.67,171.22,124.31,56.76,23.52,8.56,10.70,11.06,11.24,10.12,9.30,6.95,156.29,4.53,4.75,,1.02,5.45,5.52,1.31,7.09,,6.27,2.72,9.32,49.30,7.49,24.97,8.36,46.03,10.34,34.08,10.72,45.37,25.75,8.97,43.60,9.69,32.80,59.60,85.15,36.16,48.99,139.54,561.61,567.16,574.26,211.21,214.26,215.18,5.27,5.23,5.22,2534.55,7713.25,12910.75,19.31,15.94,2.71,2.21,96.00,23.12,23.93,28.34,29.05,29.30,26.64,26.75,26.75,25.09,25.07,24.73,67.49,0.47,23.59,20.58,2.25,2.19,,41.58,10.95,49.36,3.51,71.67,1.65,41.97,33.87,22.51,9.11,0.54,0.48,8.98,10.18,38.90,,0.48,4.89,31.39,15.46,0.30,3.81,6.54,39.23,7.29,13.55,3.48,35.58,44.82,34.62,33.45,46.90,57.69,32.11,45.53,4.35,8.44,5.38,7.32,29.09,19.10,10.23,2.23,41.64,39.17,33.75,,,,,,
