country_name,year,DM_age_15.19_p,DM_age_20.24_p,DM_age_25.29_p,DM_age_30.34_p,DM_age_35.39_p,DM_age_40.44_p,DM_age_45.49_p,DM_age_marr_mean,DM_age_mean,DM_born_rural_p,DM_marr_p,DM_nvr_marr_p,DM_urban_p,drought_spei03_n1_share12,drought_spei03_n1_share36,drought_spei03_n1_share60,drought_spei03_n1.5_share12,drought_spei03_n1.5_share36,drought_spei03_n1.5_share60,drought_spei03_n2_share12,drought_spei03_n2_share36,drought_spei03_n2_share60,ED_attainment_no_educ_p,ED_attainment_primary_completed_p,ED_attainment_primary_p,ED_attainment_secondary_completed_p,ED_attainment_secondary_higher_p,ED_attainment_secondary_p,ED_educ_years_mean,ED_litt_p,EI_elec_p,EI_fridge_p,EI_radio_p,EI_tv_p,EI_women_elec_p,EI_women_fridge_p,EI_women_radio_p,EI_women_tv_p,ER_elec_rural_p,ER_elec_urban_p,FP_desired_mean,gdp_pc,HD_children_mean,HD_size_defacto_mean,HD_size_dejure_mean,HD_women_children_mean,HD_women_size_mean,hdi,HH_bicycle_p,HH_car_p,HH_floor_high_p,HH_floor_low_p,HH_motorcycle_p,HH_time_water_mean,HH_toilet_high_p,HH_toilet_low_p,HH_water_high_p,HH_water_low_p,HH_women_floor_high_p,HH_women_floor_low_p,HH_women_time_water_mean,HH_women_toilet_high_p,HH_women_toilet_low_p,HH_women_water_high_p,HH_women_water_low_p,pre_max12,pre_max36,pre_max60,pre_mean12,pre_mean36,pre_mean60,pre_min12,pre_min36,pre_min60,pre_sum12,pre_sum36,pre_sum60,RH_age_first_birth_mean,RH_children_born_mean,RH_children_living_mean,RH_contr_modern_know_p,tmp_max12,tmp_max36,tmp_max60,tmp_mean12,tmp_mean36,tmp_mean60,tmp_min12,tmp_min36,tmp_min60,WK_working_p,WL_wealth_gini,WL_wealth_mean,WL_wealth_median,RH_family_planning_mobile_p,RH_family_planning_radio_p,RH_family_planning_tv_p,WK_working_agri_p,RH_family_planning_news_p,WK_working12_p,DM_age_diff_mean,EI_telephone_p,EI_women_telephone_p,DP_decide_health_p,DP_decide_large_purchase_p,DP_decide_money_p,DP_decide_visits_p,EI_modern_cooking_p,EI_news_week_p,EI_radio_week_p,EI_tv_week_p,EI_women_modern_cooking_p,HL_smoke_cig_p,HL_smoke_p,WK_working_paid_p,HL_number_cigarettes_mean,HL_smoke10_p,HL_smoke15_p,HL_smoke5_p,NT_women_anemia_any_p,ED_litt_whole_p,DP_earn_more_equal_p,DP_earn_more_p,HL_health_insur_p,HH_watch_p,DP_owns_house_p,DP_owns_land_p,DP_decide_contraception_p,EI_computer_p,DP_decide_no_contraception_p,EI_internet_day_p,EI_internet_week_p,EI_mobile_p
Ghana,2006,20.74,17.24,16.57,13.38,13.24,9.99,8.84,18.88,29.13,,62.78,28.73,40.54,0.08,0.20,0.18,0.00,0.09,0.07,0.00,0.02,0.02,30.35,5.57,20.59,6.83,49.06,46.13,5.61,42.67,48.02,18.18,70.80,30.28,48.99,21.38,73.68,33.48,29.50,77.59,4.56,2674.15,0.68,4.04,4.13,0.99,5.58,0.52,33.17,5.10,18.58,17.29,5.09,19.06,10.22,48.91,16.25,21.35,19.11,16.88,19.45,10.74,48.74,16.59,20.77,247.32,259.12,260.93,103.22,98.60,97.21,6.41,1.56,1.56,1238.69,3549.45,5832.77,20.10,2.55,2.23,97.09,29.82,30.22,30.56,27.49,27.61,27.59,25.51,25.37,25.26,76.06,0.38,32.46,28.89,,63.23,39.94,37.65,12.04,78.37,7.67,3.66,4.73,29.82,19.49,63.93,,9.21,12.15,72.54,43.43,9.02,0.13,0.37,57.53,0.86,,,,53.64,31.49,,,,,,,,,,,,
Guatemala,2006,22.69,18.92,15.43,13.55,11.76,9.32,8.33,18.20,28.62,,63.98,27.55,36.99,0.20,0.15,0.15,0.09,0.06,0.06,0.01,0.01,0.02,23.72,14.61,48.87,6.65,27.41,23.79,4.68,92.50,70.09,31.16,72.30,54.56,71.80,32.93,75.59,57.91,61.91,91.16,3.47,5505.36,0.87,5.11,5.13,1.07,6.35,0.58,30.08,14.64,10.96,42.10,11.76,18.15,24.04,55.96,41.82,9.24,10.84,40.65,18.71,24.10,55.37,42.07,9.39,542.30,594.50,657.33,244.69,239.57,241.74,24.86,18.24,17.05,2936.26,8624.56,14504.62,19.80,2.68,2.46,86.25,24.47,24.51,24.77,22.62,22.53,22.50,20.61,20.32,19.45,34.61,0.42,40.20,38.42,,42.28,34.68,13.49,26.36,38.74,4.07,9.63,9.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,2006,20.46,14.57,15.94,13.98,14.74,10.36,9.96,16.25,29.53,,79.68,16.25,28.47,0.15,0.22,0.24,0.03,0.07,0.10,0.01,0.01,0.02,78.11,1.48,10.91,0.86,10.98,10.20,1.49,15.76,19.23,7.02,64.08,11.89,20.42,8.79,68.70,13.96,2.76,46.35,5.73,1202.13,1.11,5.93,6.03,1.49,8.00,0.36,25.71,3.99,3.43,56.48,10.98,18.73,3.90,71.83,9.30,37.67,4.09,53.02,19.17,4.46,70.28,9.75,36.39,429.60,490.14,508.33,154.44,152.25,151.53,2.21,1.05,0.98,1853.23,5481.13,9091.52,18.97,3.39,2.66,90.70,28.88,29.44,29.44,26.29,26.25,26.10,24.17,23.99,23.76,76.59,0.40,20.37,16.56,,46.03,12.33,55.42,2.99,79.76,13.89,4.76,5.87,14.31,13.05,71.78,,0.49,4.04,42.92,17.94,0.14,0.67,1.17,43.12,6.00,16.15,6.56,46.96,52.23,12.14,,,,,,,,,,,,
Haiti,2006,25.76,17.70,15.08,11.32,11.39,9.25,9.49,19.35,28.39,,60.50,31.03,35.24,0.09,0.27,0.26,0.02,0.16,0.12,0.00,0.06,0.05,27.51,6.00,42.56,1.03,29.94,28.15,4.31,60.17,19.49,4.80,54.81,13.40,23.79,6.80,61.22,17.46,7.76,46.42,3.16,1663.75,0.77,4.74,4.75,1.04,6.23,0.46,17.13,2.62,2.09,47.39,3.24,28.13,4.33,75.96,13.37,43.87,2.92,41.57,27.68,5.37,72.86,15.55,40.17,440.52,465.73,483.67,160.31,133.25,132.53,22.27,16.97,16.85,1923.78,4796.95,7951.95,21.16,2.50,2.17,99.60,27.10,27.10,27.29,25.19,25.30,25.36,22.66,22.64,22.64,43.49,0.50,18.70,14.20,,38.68,11.68,16.63,9.47,53.30,5.57,2.57,3.51,24.82,21.56,46.71,,2.13,19.39,69.32,18.02,2.17,2.70,2.70,64.43,17.00,15.11,5.85,36.57,42.67,49.91,29.62,16.09,1.15,50.47,,,,,,,,
Honduras,2006,23.08,18.71,15.95,13.32,11.37,9.55,8.01,18.11,28.50,,59.23,27.45,39.36,0.07,0.16,0.22,0.01,0.05,0.11,0.00,0.01,0.05,7.59,29.27,61.69,8.68,30.71,26.65,5.96,86.94,,36.25,83.99,51.86,,40.19,86.81,56.84,,,3.13,3589.99,0.76,4.85,4.93,0.93,6.07,0.59,39.37,13.89,22.35,35.69,3.27,19.00,36.30,63.12,66.73,15.17,24.13,32.84,19.40,38.40,61.03,67.30,13.99,327.53,354.12,404.24,150.58,142.64,141.30,18.01,14.50,12.15,1806.94,5135.14,8477.86,19.80,2.51,2.36,98.97,25.13,25.47,25.47,23.41,23.47,23.47,21.41,20.77,20.76,39.01,0.39,42.94,39.58,,55.54,36.65,20.47,32.22,48.58,4.78,16.08,17.94,27.98,12.71,51.76,,31.26,29.49,86.93,58.80,32.22,1.48,1.48,83.19,6.01,10.28,5.35,19.26,17.28,85.60,33.09,11.65,6.60,,,,,,,,,
India,2006,19.17,18.38,16.63,14.33,13.08,10.46,7.95,18.22,29.16,,70.14,25.08,34.24,0.28,0.22,0.21,0.13,0.08,0.08,0.03,0.02,0.02,31.60,6.46,15.43,5.83,52.97,44.24,5.92,64.28,77.88,21.45,35.60,50.79,79.95,24.06,38.19,56.32,71.64,94.00,2.38,3987.42,0.58,4.69,4.74,0.67,5.92,0.60,39.65,4.77,15.16,39.79,17.92,19.34,48.31,43.05,31.40,16.85,16.05,37.91,19.55,49.72,41.51,32.07,16.61,345.39,453.10,459.93,116.70,115.91,114.52,1.30,1.28,1.15,1400.43,4172.88,6871.05,20.31,2.05,1.85,96.41,28.10,28.42,28.57,22.60,22.53,22.54,15.98,15.00,14.96,36.18,0.36,42.65,40.23,,32.36,51.25,48.04,26.05,41.75,5.66,18.64,21.13,28.50,9.36,25.89,,35.27,28.82,31.48,62.57,35.26,6.71,16.31,57.06,17.50,11.29,4.97,22.18,51.78,59.15,25.21,11.37,,81.85,,,,,,,,
Indonesia,2006,2.27,9.96,14.00,14.25,13.10,11.17,9.92,19.40,25.08,,70.18,,25.04,0.29,0.19,0.18,0.13,0.07,0.06,0.01,0.01,0.01,5.61,20.97,34.74,13.94,34.32,29.71,5.47,64.94,81.03,21.86,43.65,58.62,61.37,17.67,33.86,46.87,74.92,96.39,2.22,7281.88,0.57,4.23,4.34,0.56,3.79,0.64,39.91,5.46,23.05,9.40,39.63,13.26,0.00,45.24,22.16,42.15,17.41,6.85,9.45,0.00,34.25,16.01,31.58,407.68,441.80,456.99,201.97,213.23,214.69,65.31,55.98,50.17,2423.67,7676.21,12881.31,19.54,1.98,1.80,72.19,26.71,26.81,27.03,26.10,26.07,26.09,25.35,25.24,25.17,44.23,0.37,43.89,42.90,,9.49,21.77,39.11,8.59,45.74,3.56,33.38,26.42,34.91,11.62,49.55,64.54,42.88,10.49,23.02,54.96,32.66,1.60,1.80,43.71,8.54,18.90,7.43,42.31,,59.81,,,,,,,,,,,,
Jordan,2006,1.19,6.56,10.43,11.38,10.27,9.26,6.31,20.55,18.79,,52.83,,41.94,0.18,0.20,0.21,0.05,0.02,0.02,0.00,0.00,0.00,3.50,2.15,5.07,8.16,46.83,31.32,5.74,70.87,98.61,93.00,57.75,96.04,55.27,53.49,31.58,54.70,97.22,99.03,2.18,8684.08,0.82,5.46,5.50,0.62,3.52,0.73,,36.91,87.96,0.24,,36.80,77.80,1.95,90.86,7.02,50.64,0.11,23.96,44.00,0.85,51.05,3.64,28.74,31.28,44.02,9.20,8.62,9.53,0.00,0.00,0.00,110.37,310.18,571.87,18.01,2.19,2.12,55.26,28.33,28.60,28.81,18.85,19.04,19.14,8.40,8.40,8.31,7.44,0.39,82.23,83.52,22.76,14.39,39.12,4.51,17.14,9.02,3.28,33.24,16.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,2006,21.57,20.29,17.43,13.79,10.69,9.16,7.07,18.92,28.26,75.85,60.20,29.80,29.78,0.20,0.15,0.21,0.08,0.05,0.07,0.04,0.02,0.01,18.34,23.43,50.82,12.97,30.83,23.79,6.99,75.44,22.11,6.44,69.59,24.73,23.46,8.35,72.62,29.11,5.40,49.72,4.46,2471.12,0.80,4.29,4.31,1.04,5.60,0.49,26.40,5.23,3.63,58.48,1.36,33.54,15.52,60.93,25.19,42.02,4.20,57.83,34.48,16.58,60.14,25.48,41.33,209.16,248.27,248.73,84.19,85.39,78.26,9.90,8.66,7.72,1010.31,3074.05,4695.61,19.58,2.74,2.44,88.98,24.33,24.65,24.71,22.81,22.68,22.63,21.01,20.74,20.62,52.73,0.54,23.89,19.08,,67.51,36.88,35.70,34.54,55.43,7.73,6.71,8.42,29.87,12.34,48.39,81.26,19.22,23.01,70.83,31.82,16.68,0.45,1.77,65.01,22.67,22.78,15.76,35.66,,67.34,,,,,,,,,,,,
Lesotho,2006,24.85,20.47,14.69,11.82,10.01,9.81,8.36,18.65,28.15,,53.50,32.77,20.24,0.17,0.13,0.12,0.05,0.02,0.02,0.00,0.00,0.00,2.37,26.10,58.36,6.10,39.27,36.76,7.30,94.50,7.41,10.04,51.60,11.40,8.97,13.04,58.21,14.78,2.35,25.48,3.00,2052.42,0.59,3.84,3.89,0.87,6.03,0.45,2.26,4.31,32.58,47.35,0.18,26.06,1.48,74.57,13.32,24.81,36.22,41.68,26.26,1.65,71.72,14.46,24.15,153.15,163.86,195.71,60.56,60.61,65.24,7.54,2.24,2.05,726.78,2181.92,3914.53,20.31,2.05,1.82,96.97,18.22,18.49,18.49,12.96,12.84,12.71,6.03,5.92,5.88,35.70,0.45,20.74,17.03,,24.18,5.65,35.43,8.61,42.85,5.84,8.85,11.78,38.55,13.60,45.04,,31.07,12.87,52.57,13.39,33.63,0.17,15.08,56.63,14.22,11.78,,19.82,29.02,87.69,,,,,,,,,,,,
Madagascar,2006,20.84,17.00,16.59,14.36,12.06,10.91,8.25,18.02,29.15,,67.90,17.97,19.95,0.04,0.04,0.05,0.02,0.02,0.02,0.00,0.00,0.00,23.44,9.72,48.71,2.57,27.85,26.09,4.00,69.33,14.85,2.71,55.94,12.94,17.03,3.33,60.45,15.77,6.28,57.53,4.97,1449.79,0.89,4.48,4.65,1.09,5.62,0.49,18.52,1.60,24.74,14.02,1.33,15.84,2.39,96.34,4.55,65.86,24.83,13.67,15.79,2.77,95.76,5.12,63.92,305.73,315.53,375.57,105.10,105.47,104.91,20.46,17.96,11.38,1261.21,3796.88,6294.49,19.67,3.00,2.63,86.13,26.34,26.37,26.42,23.69,23.73,23.71,20.43,20.38,20.17,82.63,0.44,18.77,15.88,,32.82,10.30,75.94,3.27,83.47,5.41,2.59,3.07,34.26,17.79,33.63,,0.78,11.66,53.08,16.29,0.70,1.51,7.92,24.50,9.26,20.80,5.85,37.29,43.50,57.49,,,,,,,,,,,,
Malawi,2006,21.54,22.77,18.33,12.63,10.04,8.14,6.55,17.46,27.73,,69.88,18.29,17.66,0.13,0.18,0.23,0.07,0.07,0.09,0.00,0.01,0.02,17.01,11.46,64.62,5.74,18.37,17.36,5.35,67.56,7.70,3.35,59.37,7.13,10.17,4.86,65.02,9.92,3.00,31.88,4.07,933.99,0.94,4.52,4.58,1.18,5.64,0.40,40.12,1.87,0.32,78.25,1.05,30.82,3.45,92.99,6.83,30.57,0.36,75.86,31.19,2.76,90.20,12.85,16.86,270.30,299.78,344.33,89.95,86.74,87.93,0.82,0.39,0.13,1079.44,3122.55,5275.65,18.73,3.03,2.53,97.11,25.60,26.21,26.37,22.69,22.61,22.54,18.56,17.81,17.81,56.04,0.53,15.50,12.46,,65.69,9.39,64.89,15.01,63.99,6.09,4.23,6.22,19.63,7.62,39.53,,1.87,13.82,64.08,11.64,2.17,0.79,1.54,33.24,32.77,16.63,0.13,35.67,39.36,58.59,,,,,,,,,,,,
Mali,2006,21.25,17.93,18.10,13.64,11.73,9.44,7.91,16.49,28.41,72.31,84.08,11.84,34.69,0.18,0.14,0.31,0.03,0.02,0.13,0.00,0.01,0.02,78.65,1.85,11.30,0.35,10.05,9.39,1.39,16.75,17.67,4.43,69.81,22.21,19.01,5.77,74.07,26.25,2.83,38.55,6.49,1388.49,1.21,5.42,5.60,1.53,7.11,0.36,38.79,4.14,2.97,76.81,27.59,14.87,2.75,76.95,12.27,43.47,3.41,74.94,14.84,3.02,76.50,13.17,42.35,178.01,197.85,204.63,49.71,49.93,47.77,0.01,0.01,0.00,596.51,1797.39,2866.23,18.97,3.55,2.71,68.51,33.84,34.04,34.40,28.86,28.89,28.91,23.97,23.35,23.10,55.20,0.52,20.71,16.62,3.31,48.44,32.84,0.00,5.47,56.57,12.11,4.39,5.26,11.15,11.04,87.07,48.76,0.54,5.22,67.80,39.68,0.30,0.13,3.65,62.30,55.12,50.00,50.00,73.50,59.58,11.87,,,,,,,,,,,,
Mozambique,2006,21.02,19.39,17.49,14.12,11.60,8.90,7.48,17.72,28.56,,68.37,17.57,37.95,0.10,0.13,0.13,0.03,0.05,0.04,0.00,0.01,0.01,35.60,4.99,51.89,1.36,12.52,11.82,3.18,41.67,16.34,10.98,54.38,16.60,19.55,13.48,59.75,20.40,4.22,33.10,5.07,903.07,0.96,4.64,4.81,1.30,6.16,0.36,32.30,4.08,2.43,17.37,2.64,34.37,5.40,85.35,10.84,46.86,2.54,16.40,34.65,7.30,83.05,12.59,45.15,220.99,274.80,331.15,76.69,79.47,83.59,3.89,2.82,2.62,920.25,2860.83,5015.29,19.04,2.99,2.43,92.80,27.50,27.70,27.75,24.25,24.23,24.15,19.49,19.35,19.33,59.16,0.40,23.08,19.95,,44.47,16.77,66.01,8.86,63.92,6.67,1.89,2.20,33.63,9.26,45.51,,4.64,6.12,46.10,19.89,4.51,1.19,4.43,31.83,5.82,13.05,6.78,36.56,,34.81,,,,,,,,,,,,
Namibia,2006,22.44,18.53,15.75,14.41,11.44,9.62,7.81,22.83,28.67,,38.45,54.29,43.58,0.08,0.14,0.12,0.02,0.04,0.04,0.00,0.01,0.01,8.62,8.18,26.27,11.13,65.11,59.70,8.03,88.54,39.21,35.13,74.47,31.97,43.17,40.27,77.14,37.30,23.05,68.55,3.10,7669.96,0.74,4.48,4.48,1.12,6.51,0.58,15.21,22.25,20.46,47.64,2.00,22.17,35.66,57.63,48.46,10.99,21.39,44.80,22.28,38.66,53.94,51.53,10.57,112.49,179.44,179.56,33.72,32.55,31.40,0.03,0.02,0.02,404.62,1171.90,1884.06,20.75,2.05,1.89,98.33,25.27,26.04,26.05,21.22,21.43,21.42,15.58,14.99,14.85,42.77,0.45,39.72,34.59,,52.03,26.11,18.74,27.45,52.85,5.96,20.36,23.09,41.58,22.60,38.94,,36.25,44.68,80.67,41.36,37.99,6.17,9.87,67.56,13.94,32.48,17.76,54.62,,81.70,29.66,17.63,16.52,59.03,,,,,,,,
Nepal,2006,23.19,18.14,16.42,12.51,11.50,10.21,8.03,16.88,28.63,,76.72,19.87,13.92,0.57,0.32,0.24,0.20,0.11,0.09,0.07,0.04,0.03,53.70,5.61,17.51,4.25,28.79,25.12,3.07,54.73,47.32,3.50,61.11,23.96,49.25,4.01,65.97,28.85,40.79,83.73,2.34,1616.75,0.78,4.93,4.97,0.95,6.63,0.49,32.20,1.13,7.00,78.91,3.19,15.81,28.38,63.21,12.24,17.34,6.72,79.68,15.74,28.84,62.39,11.99,15.36,319.71,487.75,487.81,100.43,112.16,116.33,3.11,3.11,2.11,1205.14,4037.78,6979.83,19.63,2.47,2.14,99.84,20.93,20.98,21.10,14.68,14.51,14.43,6.83,5.13,5.09,73.86,0.56,24.63,18.76,,70.34,36.89,87.52,14.47,84.15,4.18,4.89,5.58,19.52,14.79,28.70,,12.92,8.95,61.51,34.35,12.21,15.86,20.40,13.01,6.09,19.69,7.76,49.06,37.25,45.28,28.90,4.31,,,,,,,,,,
Niger,2006,19.10,18.24,19.15,14.49,12.39,9.43,7.19,15.79,28.50,78.77,83.57,12.20,25.95,0.26,0.24,0.30,0.08,0.06,0.09,0.00,0.00,0.01,79.92,1.47,11.85,0.51,8.22,7.54,1.27,14.75,14.44,4.96,54.37,10.26,15.77,6.02,60.15,12.34,1.42,42.49,8.54,818.05,1.45,6.15,6.29,1.99,8.42,0.29,12.63,3.29,1.66,81.75,7.17,36.82,2.06,88.00,9.98,53.95,,,37.77,2.38,87.28,11.14,53.58,141.50,170.90,170.90,38.60,35.42,33.21,0.00,0.00,0.00,463.17,1275.08,1992.64,18.39,3.86,2.93,71.19,34.10,34.45,34.65,29.29,29.14,29.05,24.42,21.85,21.16,40.67,0.52,13.66,11.14,,38.19,11.79,35.56,4.24,47.89,11.16,1.30,1.87,18.68,9.36,88.73,43.09,1.50,3.60,45.66,16.47,0.85,0.07,2.08,58.82,63.13,100.00,63.39,100.00,44.06,10.23,,,,,,,,,,,,
Nigeria,2006,20.99,19.00,18.66,13.01,11.20,8.88,8.27,18.07,28.34,,67.85,27.58,36.32,0.08,0.10,0.10,0.01,0.03,0.03,0.00,0.00,0.01,33.90,13.98,21.37,16.37,44.73,36.55,6.10,55.01,50.76,17.13,73.74,35.97,52.56,20.53,77.76,40.49,34.21,80.94,6.26,4072.76,0.90,4.60,4.65,1.28,6.47,0.47,27.35,9.17,22.31,34.04,21.25,27.80,10.58,68.85,11.22,45.89,22.82,32.56,28.73,19.13,58.95,7.24,45.92,274.11,305.96,312.54,120.17,117.89,117.68,6.69,4.77,3.80,1442.03,4244.17,7060.85,19.74,2.97,2.39,74.52,29.86,30.45,30.57,27.06,27.11,27.11,24.37,23.95,23.87,59.08,0.44,34.49,31.89,,39.96,24.27,24.77,11.15,61.68,10.38,3.58,4.08,13.35,7.60,63.26,,27.83,12.83,55.43,39.38,26.59,0.27,0.88,68.38,40.36,27.22,16.64,43.03,,49.08,,,,,,,,,,,,
Pakistan,2006,3.93,10.09,13.55,10.88,10.43,7.97,8.11,18.21,20.92,,62.21,,19.91,0.15,0.20,0.22,0.04,0.06,0.07,0.00,0.01,0.01,46.81,4.36,7.12,3.95,11.02,7.46,1.43,18.30,86.10,33.58,40.09,49.29,57.12,23.39,27.37,33.86,79.42,98.76,2.96,4014.93,1.24,7.54,7.59,1.06,6.11,0.50,31.91,7.98,10.25,57.00,19.38,34.92,52.54,44.97,40.97,10.17,7.03,36.99,21.81,35.52,28.56,25.77,5.91,100.89,110.69,136.40,32.93,29.34,28.83,1.50,1.17,1.16,395.11,1056.26,1729.50,19.11,2.52,2.29,60.57,31.04,31.04,31.11,21.88,21.74,21.71,9.98,9.50,9.50,15.22,0.94,46.60,46.40,,5.66,20.34,23.21,,18.15,3.91,41.28,29.32,,,,,32.05,,,,20.88,,,55.56,,,,,,14.47,,,,84.83,,,,,,,,
Peru,2006,19.01,15.58,14.97,14.25,13.49,12.38,10.32,19.87,30.25,35.96,59.95,30.95,61.20,0.17,0.22,0.19,0.06,0.08,0.07,0.01,0.02,0.01,4.36,9.46,30.04,19.35,65.60,40.22,8.81,91.04,73.21,25.88,84.01,63.84,78.11,30.47,88.75,72.54,48.46,94.61,2.39,6913.84,0.47,3.86,3.98,0.67,5.32,0.70,21.33,6.64,8.30,46.56,6.33,14.20,42.05,45.52,74.74,20.48,8.49,42.96,14.51,46.83,41.13,77.97,17.38,173.06,220.31,309.86,72.42,69.07,72.15,19.92,13.56,11.78,869.02,2486.60,4328.82,20.85,2.21,2.04,98.73,18.30,18.63,18.65,16.73,16.76,16.75,15.28,14.69,14.51,68.38,0.37,45.74,45.58,,45.97,39.99,33.52,28.70,74.80,4.08,17.61,20.62,50.93,19.74,64.69,74.75,48.82,23.04,67.68,56.24,53.19,5.08,4.34,60.39,3.42,2.10,0.99,5.31,26.79,86.28,32.60,13.86,37.22,,,,,,,,,
Philippines,2006,20.16,15.57,14.89,13.87,13.66,11.27,10.58,20.75,30.00,68.84,65.21,30.60,43.89,0.10,0.08,0.11,0.03,0.02,0.03,0.01,0.00,0.00,1.98,13.28,24.01,24.18,74.01,44.57,9.86,95.55,75.02,33.60,64.59,60.10,78.80,39.06,68.01,66.08,66.37,88.03,3.03,4048.05,0.70,4.66,4.84,0.84,5.95,0.61,20.56,8.16,9.91,10.98,17.81,12.35,76.58,17.26,40.83,12.47,11.77,10.03,12.15,79.16,15.34,43.99,11.10,464.59,559.64,571.35,229.50,213.32,211.68,84.33,34.65,24.94,2754.01,7679.70,12700.63,22.16,2.27,2.13,97.07,26.90,27.36,27.44,25.72,25.92,25.92,24.35,24.33,24.31,47.11,0.26,52.74,53.36,,52.07,65.05,16.98,30.69,54.65,3.24,16.99,21.42,60.13,21.79,47.85,,,29.52,70.35,77.85,,5.53,6.34,75.00,9.02,26.13,11.39,46.35,,90.92,,,,,,,,,,,,
Senegal,2006,24.07,19.77,16.28,13.29,11.06,8.74,6.79,17.65,27.83,,70.61,24.44,41.41,0.43,0.36,0.38,0.15,0.16,0.17,0.04,0.07,0.07,62.22,3.24,23.58,0.78,14.20,13.30,2.43,32.42,39.94,16.22,82.82,35.47,45.42,21.35,87.30,45.38,18.21,71.64,5.55,2124.67,1.80,8.90,9.03,2.60,13.14,0.43,21.75,4.97,19.43,42.61,7.33,27.56,13.34,70.81,37.20,36.86,21.92,37.40,27.85,20.52,51.53,40.83,35.54,241.93,287.62,289.57,57.55,58.11,58.28,0.00,0.00,0.00,690.58,2092.09,3497.05,19.82,2.76,2.33,90.53,31.09,31.28,31.28,28.13,28.04,27.94,24.95,24.28,24.09,38.77,0.45,33.55,28.16,,42.10,29.41,32.24,4.77,46.13,11.85,12.63,18.55,13.68,7.20,87.05,,29.87,7.98,75.28,56.35,30.09,0.24,0.60,67.37,48.87,15.34,1.60,33.10,57.47,24.19,,,,,,,,,,,,
South Africa,2006,17.69,16.87,15.81,15.22,13.72,11.11,9.58,22.70,30.07,40.84,40.44,51.65,71.18,0.19,0.12,0.17,0.05,0.02,0.04,0.02,0.01,0.00,3.83,6.59,17.91,21.34,78.26,68.39,9.52,98.82,81.09,65.17,74.28,70.07,81.95,68.32,74.20,74.18,68.20,89.73,2.58,,0.46,3.79,3.81,0.73,5.22,,13.99,28.91,61.65,10.19,2.37,19.22,70.27,25.91,75.85,6.91,61.94,9.06,19.49,62.34,31.77,76.28,7.29,98.67,126.16,126.92,43.55,47.01,44.56,10.77,3.05,2.80,522.54,1692.32,2673.90,20.92,1.74,1.62,98.32,23.69,23.70,24.08,17.92,17.56,17.56,10.74,9.86,9.85,36.24,0.32,64.05,64.67,,54.08,50.21,1.28,40.51,40.98,4.69,21.60,20.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,2006,21.69,18.67,17.11,14.17,11.42,9.15,7.80,18.21,28.53,,64.71,25.06,25.12,0.35,0.31,0.32,0.18,0.15,0.15,0.06,0.04,0.04,22.50,43.28,60.77,0.71,16.73,15.28,5.53,69.41,12.68,5.28,61.21,8.89,15.18,7.10,66.11,11.63,4.68,33.81,5.29,1804.26,0.98,4.76,4.93,1.28,6.57,0.45,41.53,1.51,0.63,68.68,2.61,34.17,5.45,86.05,12.43,45.02,0.75,65.77,35.18,6.39,84.68,13.93,44.29,227.72,276.05,295.70,82.14,81.32,81.76,2.54,1.86,1.83,985.63,2927.63,4905.48,19.21,2.93,2.52,96.50,25.66,25.93,26.00,23.71,23.73,23.69,21.20,20.99,20.99,74.78,0.43,17.36,13.64,12.97,54.88,16.92,69.10,20.80,78.19,7.57,6.83,9.18,32.39,8.99,52.27,,2.47,18.87,63.64,19.33,1.51,0.48,1.34,34.84,15.61,0.87,0.00,12.59,46.84,64.67,,,,,,,,,,,,
Togo,2006,19.33,16.91,17.75,15.20,13.22,9.29,8.29,18.81,29.12,,68.85,24.32,35.25,0.24,0.20,0.17,0.11,0.10,0.08,0.01,0.02,0.01,43.31,4.68,32.64,,24.05,22.52,3.37,71.63,28.00,4.62,57.32,22.18,30.54,6.78,63.24,27.22,8.96,57.75,4.66,1349.97,1.00,5.28,5.34,1.45,7.57,0.45,36.12,2.71,2.50,20.15,20.92,,7.78,34.43,41.09,27.35,2.76,18.52,,8.03,65.44,14.14,38.31,192.14,276.49,295.69,89.69,94.44,96.48,10.50,1.35,0.10,1076.24,3399.78,5788.62,20.08,2.93,2.50,93.93,30.48,30.48,30.68,27.37,27.24,27.24,25.00,24.89,24.83,73.73,0.30,34.88,32.73,,19.61,9.23,31.03,2.72,77.13,8.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
